user_id,tweet_id,label
1495729418,713291759388921857,1
4759224608,714837313960878080,1
61482996,709767014018056192,1
41767207,714280648555372545,1
428221173,712533209234464769,1
565073957,710288599288307716,1
3296322931,711598873098190849,1
477962215,714093571708682241,1
34260642,713875780036665344,1
366617947,711180381547073536,1
237985124,710016738050613248,1
186159132,712808772754755584,1
181996208,710150839617376257,1
1059064885,711956692020420608,1
128574093,712008560742367232,1
210827608,709732081929211904,1
1648533007,712088335725019136,1
121517711,714450032871735296,1
963723462,714492539496112128,1
285950094,710521973844131840,1
2827501323,712582402346979328,1
319883780,711570748209438720,1
257581021,709723559342567424,1
533246309,709814234994102272,1
76843179,713898454439878657,1
3221457006,714530630285926401,1
376865096,710783267788734464,1
337737041,709929809963585537,1
270470351,713199113983172608,1
295723049,714582924180516865,1
476485701,712771831179124736,1
1415838091,712650099218915328,1
137087422,712309352619581440,1
19061346,713374732553428992,1
108642192,713676993171054592,1
948834140,714846461863702528,1
167522394,710932752363872256,1
118436283,712993704823300096,1
76950830,712998775900344320,1
3094120769,713828121775116288,1
387347241,713748324520583168,1
61995485,714230629378826240,1
113641925,711961688942051328,1
27676513,713988515353075712,1
1133227680,711481468770385921,1
190049682,710089509212397569,1
101466318,714739596345667584,1
629859106,712744969270870016,1
1377450757,714380497753923584,1
89391372,712566716551663616,1
185147976,712667067577556993,1
476547363,709780644709191680,1
3144288291,714586238112628736,1
30814624,709660251381837824,1
29751462,714912798124457986,1
4853431714,714562548490715136,1
3710932998,709951241472892928,1
183320391,712403201882914817,1
3110100263,713317741109899268,1
1116445639,710147616646889472,1
330106774,712520609880752129,1
91616370,714805266999484416,1
15699801,711455921361309696,1
28963548,714028123382095872,1
218272201,713841424354189312,1
2881252037,710774395422298112,1
429175508,710476969515884544,1
178845084,712622801413414912,1
358122323,713713463663591428,1
20945473,714121136888479744,1
244666410,712444104022609920,1
17741758,713376257619046402,1
3309108866,710946905736368128,1
4197646392,714792603800055809,1
2456453648,713422419332055040,1
113592178,713709921989234688,1
372084816,710472904840974337,1
15817213,709892144748597248,1
36386525,711934598331158528,1
52835889,712160420644007936,1
187596154,711615251482017793,1
185670634,710586910264188928,1
1923459198,709571088217468928,1
298701234,713391579285872640,1
1635000403,712315560353095680,1
541006705,712203812270903297,1
320448235,712295766304366592,1
474023066,712290237825818628,1
2655029304,709978142690177024,1
47985885,712652833460527105,1
1344270414,710600464182722560,1
818314975,713166277515284481,1
2796707943,711623665134276608,1
198589677,714585261099892736,1
4867380051,714411455177748480,1
808745041,713594815443677184,1
193046912,714083929062555649,1
133802220,714588263651155968,1
401518533,711531862926213120,1
104970781,711280929063485440,1
271999934,710763405553111045,1
708678022551896065,712498618700210176,1
33484091,713389409073303552,1
500110518,714164185870049284,1
6283882,714143120330514432,1
147183090,709686663295807488,1
42470919,709960025314353152,1
1195088772,714425566338945025,1
2198357618,711285718136578048,1
198938888,712401254044078081,1
333884337,713535609218830336,1
217211511,711576460541218818,1
1911089510,714490197199552513,1
3317347456,713893324726206464,1
116475498,713225623171272704,1
162941299,713119155839451136,1
4852777637,710369579449585664,1
2710231587,710781718152810496,1
322636727,711141469369700352,1
2479557900,713835214389309440,1
183562840,710416446472323073,1
1243694612,710388923541929984,1
250303100,714829788599435264,1
1518883244,714454639194677248,1
130518962,714049050123845632,1
709715787662147588,713723975730339841,1
113410319,711253588908056576,1
28117716,714084618312388608,1
78298497,709761767157551105,1
2825707407,710095850765209600,1
2357742690,714548799495147521,1
622800082,712458752163586048,1
2464319023,710185372836360192,1
2732690291,710992696052215808,1
275396405,710290100265963520,1
352549747,714048311804764160,1
747707262,712236543608496128,1
251753170,711912467413078016,1
180607357,714861368420204544,1
106593069,710042483804078080,1
2440619658,714320155250130944,1
702967143969779713,709918518121242624,1
2209362872,712183550720806913,1
168262631,710043147087323136,1
19666683,714879532801634308,1
312966847,712247810234703872,1
1042613528,709709812863410177,1
2184246769,712935679701946368,1
482046883,712942337027137537,1
2746664091,712403008357851137,1
339038043,712048387827363841,1
29961751,712207893790117889,1
199234087,714189654438899713,1
229051444,712173870678040576,1
440029906,714752336355278848,1
3338479210,713541346569621504,1
104219414,709767397557678080,1
3038078693,710245338838409216,1
4082141193,711220559334473730,1
149595490,710056784455606276,1
1685947046,713023834065010688,1
968856518,710477776751632384,1
1926128126,714535599684780032,1
2451844692,711825261877194752,1
436763011,711663082209198080,1
154042460,710162559513575424,1
45183058,710573280521035780,1
1454339281,714880078031757312,1
437351780,712748739144843265,1
162006900,711117957028585472,1
266440591,714554735559319552,1
162437804,713786683112689664,1
271072507,710833777010982914,1
2564751,714480658006016000,1
2992256769,710939555340406784,1
119958586,710285900115271680,1
621040253,709906344371986432,1
113652310,711143446833139712,1
1297873866,713381041197551616,1
103353975,714622563721175040,1
428925640,710073129784074241,1
2998118243,714861021668773888,1
4548218619,711545613993824257,1
223822806,711307567046254596,1
599449552,710256995119529984,1
154882680,712965534598430720,1
2741331479,713357793181491200,1
496762984,714727329101189120,1
179906578,711960226065416192,1
374518091,711818572490776576,1
1315347930,713033142186221572,1
106160210,713321003695214592,1
4900760112,709601683077079040,1
4673998165,714009716150525956,1
15448383,714291483667533825,1
15407328,709665895585488897,1
4638709464,713097766486978560,1
1009847894,711896570359386112,1
272068278,712013133599088640,1
480726493,710967364733562880,1
938286714,710661092414869504,1
112649586,712535983129042945,1
1010613554,714945268546977792,1
1671575972,710661449639534592,1
186043413,712197515940990976,1
15880138,709814720941785090,1
2938462620,710254855693082624,1
934870518,710224959851855873,1
72886550,714155909367349249,1
48654466,712823085481766912,1
275396405,714400163188441088,1
4044424103,712784487868923904,1
129233789,709942488522493952,1
20720503,709862949863735296,1
2841824400,709838509373313024,1
19479089,711672011987279872,1
401398790,709897974524940288,1
230928548,711760992418402305,1
2164876369,710394122700455936,1
120744045,712982483860594688,1
2627038460,713770759521304576,1
4748918605,714273969478631424,1
1104819937,710397663963947008,1
731592918,711303429671489540,1
15294551,712324808000675840,1
50296811,710020557266296832,1
2207652762,710899907482226688,1
15835067,710841966611853312,1
155339213,710072722072670208,1
73893981,714823765637664768,1
343326011,710318790798663680,1
13064552,710178305983586304,1
141668931,711613875783766016,1
855313699,711093055613444096,1
1896346400,712015281032400896,1
2730890985,713276847858036736,1
16245826,712343562160115712,1
244797164,714408241816551424,1
367860799,713348424037478401,1
4371988636,710067130851581952,1
897916021,710103982274912256,1
114023679,714107354875371520,1
46549072,714463730143272961,1
147266266,710562347111337988,1
941239784,711096202608058368,1
225477540,712906377723842561,1
2161092302,710037982804381696,1
221314544,709844952017203200,1
1926128126,714882528650211328,1
3086298863,714069525394800640,1
3293184617,711896754292191232,1
36917335,713874118177918977,1
2270904507,714824690225790981,1
283587851,714929976462688256,1
251496605,713764316172914688,1
20973716,710786310156521472,1
17616850,714775403362123776,1
423824313,712054433669062656,1
508594717,714707878045724672,1
712574577591914496,713391517025566720,1
151732300,710212619617972224,1
260904559,712455465158856705,1
30923595,710286594180128770,1
168776321,714780172344500224,1
459184995,713977816514035712,1
435073433,712184665071861760,1
1940494026,711900416167026688,1
93582214,710578244488011776,1
3841793003,710412012665212928,1
3292267826,710389966975553536,1
462225773,709614612245848064,1
1516705844,714734109650722819,1
207630652,710154544580198400,1
2723444222,710881660930232320,1
15184929,709601019601096704,1
42647564,714053763380719616,1
1622441185,714342234934607872,1
919049394,714362636100636672,1
337197329,711546462975467520,1
4827842812,712226179974090753,1
50227161,713854609547259906,1
4508666957,712778984891748352,1
2995904436,710384198952095744,1
3237737871,711888920569470977,1
1377450757,714016674593316864,1
78123176,713367584419274752,1
759963398,712041400322363396,1
201182101,713248117324390402,1
464088895,710219744478101505,1
38162820,713870351697121280,1
3083736124,710148921637601280,1
3087556565,709684174928670720,1
584916014,714216706407800832,1
48287209,710756289983467520,1
186045788,709651065340231680,1
459961041,713988628708331520,1
2525492322,712017647764938752,1
447457752,714200441735815170,1
30901779,709752563743244288,1
339187164,714237258887512065,1
2869014171,710880540392607744,1
291299121,714198602206150656,1
87036164,712221373570150400,1
126783257,713813975151067137,1
3011820719,712908036252286980,1
2846589609,712239339305111552,1
186044264,711932729395253248,1
91262550,712405139123003393,1
185289508,714923990645481472,1
416279392,710411690001768449,1
506355289,711223757780733953,1
161072619,713364055721910272,1
1933990206,714501426429308928,1
4702417757,709566055161540608,1
698577164485181446,713525744304041985,1
1143109758,714332451745697792,1
415864844,714186293362733060,1
295872179,713048361369280512,1
250731720,712084865190125568,1
705502662872211456,711555613575274496,1
38746036,714114805758558209,1
104495836,713248978976972801,1
363154159,711021236499914752,1
4954951,710309825301745664,1
127559501,712228287301419008,1
2350295899,714435525822689280,1
49696065,712576369138528256,1
522600515,713333843999268864,1
291197591,709554094420172800,1
798568735,709870879627415552,1
1402657484,709764091418681344,1
30461042,714569537786658816,1
56481436,713431200774373376,1
27023126,714552900207439873,1
117379212,714119335384584192,1
