tweet_id,user_id,label
713252314388103168,2435083514,0
712985772475830272,237122922,0
709805496253980674,107406730,0
713359815800700928,619620327,0
711199503034875904,237122922,0
711341607187046401,17727046,0
711922569939562497,237122922,0
712372024753188866,48494546,1
712049163127689217,2968146973,1
711975347382833153,4608658335,1
714315901382868993,2899135502,1
713654286769463297,2968146973,1
710841143207051264,23183433,1
714080928063229952,48494546,1
713780479887958016,67686531,1
713506536044281856,8863322,1
714123257738301441,543877697,1
712754617042518017,979838041,1
710114326988754944,174151920,1
712678845405601792,254831099,1
713753866446221313,57774479,1
711512190034038784,68349684,1
711065596339863552,259975018,1
714549521066360833,23183433,1
710935566725070848,904349491,1
712905461905891328,25346266,1
714532516154241024,68349684,1
714602135816523776,605207470,1
713051199482765312,153776534,1
713300398036148224,281260988,1
714061223671775232,176841121,1
713531731266113536,23183433,1
712394883277971458,86726775,1
710474821537169410,3008786138,1
713962579413110784,832861190,1
711839769618161665,47301105,1
714149422612013056,396609748,1
713534851559907328,23183433,1
714191870063157253,1213709228,1
713810201451884544,143143922,1
713671923616595968,8863322,1
714927099736403968,3040350523,1
709814987133493248,364930955,1
713467144168669184,281260988,1
713480089233698816,8863322,1
713744022834135040,8863322,1
712066146107785217,191945302,1
709872030565408769,189471098,1
713528214900105216,23183433,1
712721530237620224,2899783733,1
713821842029547525,8863322,1
714548445185515520,23183433,1
713059509753786368,4243321456,1
712397714168922112,102913505,1
712388540223590403,148102149,1
714549443387895808,23183433,1
713769216210558979,2704873664,1
713459749468172288,8863322,1
712286719433904129,832861190,1
713532038830284800,82911533,1
709819274311892992,4568880935,1
711493072341835776,23183433,1
710959461372973057,2432187877,1
714539884451602432,3078304459,1
712400561895768068,543877697,1
709834104553021440,4568880935,1
713529262893109248,23183433,1
711555940940713984,1608824376,1
714451103111385089,176841121,1
713654306407206912,2968146973,1
712371299574784000,4877031532,1
714402368486576128,55260264,1
714548505524744193,23183433,1
713658259710685184,2686106365,1
713785066862854144,281260988,1
713528263793065984,23183433,1
713822366225317889,297943894,1
712946890132873216,2994965243,1
710567037609713664,178412443,1
710392562297794560,91202632,1
712772382172311553,18489937,1
714129038554619904,295886838,1
711664383517130752,261204789,1
713860144489177090,3409273551,1
711493059587002368,23183433,1
713528265798000645,23183433,1
714595969262690305,257097577,1
710841155244707840,23183433,1
713459620271038464,8863322,1
713479787986157569,8863322,1
714549532411961345,23183433,1
711461010293530624,4877031532,1
713482666671226881,75038950,1
710841679079723008,23183433,1
712412924657201152,295886838,1
711900983777951748,295886838,1
710416393510977536,371145326,1
713505714975670273,8863322,1
713817366992461824,8863322,1
714686936208814081,23183433,1
710841007735226368,23183433,1
710841677200621568,23183433,1
714549860784013313,23183433,1
713529265283862528,23183433,1
714549811484180484,23183433,1
710205085473763328,3019499764,1
714484280622243841,3076476531,1
714686949349568512,23183433,1
714549857927700482,23183433,1
714549530243543040,281260988,1
714549801510170625,23183433,1
713961559056392194,832861190,1
713528204208824322,23183433,1
713476463207522304,281260988,1
710841022377496576,23183433,1
712643636098424832,3120654733,1
712914302852853760,4608658335,1
712671870294888448,543877697,1
713831242723172352,8863322,1
712754569546178560,4877031532,1
713534862695776256,23183433,1
712220900364517376,295886838,1
714548494422384640,23183433,1
713041778409013252,712906905333538820,1
709648087501803520,556331089,1
713531733921153025,23183433,1
714548458917601281,23183433,1
712614143673688064,4877031532,1
713670948369653760,8863322,1
710517544508071937,1417750345,1
711684197493166080,20172153,1
711322288851914753,81686212,0
710545357768421376,707418159733669888,0
710586763518021632,68349684,0
714211891317485568,475128166,0
710730124254121984,96977991,0
711372594449137665,333761856,0
712645398670786561,2651748649,0
711768731156877312,482254428,0
711525387805855744,365996815,0
714212890245509120,8863322,0
712237974558269440,309590651,0
714291678899736576,2317425030,0
712240384135528450,141881235,0
710571832743759872,1353371448,0
711063594645921792,1293972997,0
713093345564762112,574621059,0
711194483921186816,252306509,0
714573218284056579,232359236,0
712734713027366912,778070725,0
711471354881699840,498007429,0
713857773889581056,116572628,0
710111993424904193,2811168768,0
711186912652955648,34631113,0
710971283555618816,3581125695,0
713652509202640896,498007429,0
713637051636322304,482254428,0
711050007734984705,3241472864,0
712344408386043906,2895970945,0
713057704474972161,42450198,0
714524761397846016,2573427126,0
713693627231416320,380183180,0
712393029018066945,187147866,0
713962589273763840,278385017,0
709984186476707840,87402734,0
711621761008177153,3303974312,0
710744933712449536,3387001023,0
713278214181928960,1353371448,0
712473623194419200,4893895720,0
711278607646257152,498007429,0
710024673526992896,708638610988384256,0
714486149197271040,574621059,0
714020502067625984,498007429,0
711666324296970240,17710543,0
710318916845871104,482254428,0
711613065041743872,77323859,0
713464008402075648,3303974312,0
711926107856093186,37820726,0
712075059955765249,63784627,0
710571563708506112,307533900,0
710345790539976704,972679058,0
711714111462182913,259975018,0
713833955112456194,37820726,0
712767315192840192,3241472864,0
710486526132670466,164817388,0
712458173123325953,716552297,0
713519870361673728,18035404,0
713852768532963328,116572628,0
712298050497200128,243241355,0
714135864952164352,51398426,0
710499111590629377,3241472864,0
711561486200602624,307533900,0
713735692598255616,307533900,0
711598133118164992,3243235132,0
714836028842860544,3304427127,0
711628575347232768,711283229270142976,0
711580628458688512,587570431,0
714852680158593025,16529755,0
711430937972645888,3241472864,0
711595525804593152,34631113,0
713904489690832896,13374,0
711994681769512960,2807635800,0
711597053458161665,3243235132,0
711994240964939777,2807635800,0
712169691251351552,231200390,0
710210884115800065,1079450924,0
714850695195832324,26977514,0
712681843175395330,36021489,0
709530882638483457,482254428,0
710635328416182273,3695801536,0
711105254549487616,91358400,0
709546320797810688,1210026044,0
710181825671467009,2807635800,0
711638759322861569,498007429,0
712048349734637568,482254428,0
714684262897872896,371082634,0
712248421890060292,3007363977,0
711569776196390914,2589443876,0
712094607518130176,1353371448,0
714868384836366336,438051476,0
711880025247625216,2807635800,0
714536126443335684,232972471,0
712601634174537728,309590651,0
710989489791959040,333761856,0
712010851826475008,778988832,0
712247227586990080,2807635800,0
711733032324108288,100253123,0
712168763764903936,3387001023,0
712189046085255168,701825681223720960,0
709902736578387968,86441511,0
713559592656113664,404046852,0
714579060811243520,94438820,0
710590696793759746,307533900,0
712866753357983745,3241472864,0
713034039066800128,40456700,0
713881713273880576,232972471,0
710131534326530049,4568880935,0
714554536216686592,544711466,0
714622308296601602,34631113,0
714624398188290048,94381018,0
714424447088861184,4568880935,0
712963182743142400,498007429,0
712973643257667585,2807635800,0
709708695144439808,175894852,0
711007107022241793,2387884148,0
714817927304839168,16529755,0
713244822614749184,2805558147,0
710866617777917952,261204789,0
711861915341852673,371082634,0
713615773223096320,79223068,0
713614140208717824,37820726,0
713307873384796160,2320370373,0
711397700927938561,302369332,0
713144593806659585,307533900,0
709805943886897152,2833577826,0
713144055987892224,307533900,0
713663271564251136,3303974312,0
709579791070924800,3241472864,0
713498962771181568,68349684,0
713858752819109889,93623718,0
714486076253949952,574621059,0
711707170518212609,307533900,0
